"행정구역","2021년10월_총인구수","2021년10월_세대수","2021년10월_세대당 인구","2021년10월_남자 인구수","2021년10월_여자 인구수","2021년10월_남여 비율"
"경기도 구리시 인창동(4131053000)","23,321","9,266","          2.52","11,398","11,923","          0.96"
"경기도 구리시 교문1동(4131054100)","16,363","8,509","          1.92","8,385","7,978","          1.05"
"경기도 구리시 교문2동(4131054200)","21,854","8,036","          2.72","10,612","11,242","          0.94"
"경기도 구리시 수택1동(4131057000)","15,634","7,754","          2.02","7,845","7,789","          1.01"
"경기도 구리시 수택2동(4131058000)","25,316","11,668","          2.17","12,567","12,749","          0.99"
"경기도 구리시 수택3동(4131059000)","22,067","9,468","          2.33","11,129","10,938","          1.02"
"경기도 남양주시 (4136000000)","729,918","296,706","          2.46","363,233","366,685","          0.99"
"경기도 남양주시 와부읍(4136025000)","60,677","23,348","          2.60","29,915","30,762","          0.97"
"경기도 남양주시 진접읍(4136025300)","92,364","37,294","          2.48","46,616","45,748","          1.02"
"경기도 남양주시 화도읍(4136025600)","104,322","43,288","          2.41","52,172","52,150","          1.00"
"경기도 남양주시 화도읍동부출장소(4136025700)","14,884","6,150","          2.42","7,481","7,403","          1.01"
"경기도 남양주시 진건읍(4136025900)","23,529","10,900","          2.16","12,236","11,293","          1.08"
"경기도 남양주시 오남읍(4136026200)","53,627","21,859","          2.45","26,971","26,656","          1.01"
"경기도 남양주시 퇴계원읍(4136026500)","29,092","12,086","          2.41","14,519","14,573","          1.00"
"경기도 남양주시 별내면(4136031000)","19,623","8,571","          2.29","9,829","9,794","          1.00"
"경기도 남양주시 수동면(4136034000)","9,158","4,851","          1.89","4,864","4,294","          1.13"
"경기도 남양주시 조안면(4136036000)","4,095","2,027","          2.02","2,118","1,977","          1.07"
"경기도 남양주시 호평동(4136051000)","57,654","21,884","          2.63","28,130","29,524","          0.95"
"경기도 남양주시 평내동(4136052000)","36,728","13,767","          2.67","18,116","18,612","          0.97"
"경기도 남양주시 금곡동(4136053000)","18,496","8,896","          2.08","9,458","9,038","          1.05"
"경기도 남양주시 양정동(4136054000)","4,328","2,500","          1.73","2,464","1,864","          1.32"
"경기도 남양주시 다산1동(4136054500)","87,042","33,198","          2.62","42,706","44,336","          0.96"
"경기도 남양주시 다산2동(4136056500)","35,571","13,397","          2.66","17,365","18,206","          0.95"
"경기도 남양주시 별내동(4136057000)","78,728","32,690","          2.41","38,273","40,455","          0.95"
"경기도 풍양출장소 (4136200000)","0","0","          0.00","0","0","          0.00"
"경기도 오산시 (4137000000)","230,403","101,980","          2.26","119,588","110,815","          1.08"
"경기도 오산시 중앙동(4137051000)","35,682","14,256","          2.50","17,907","17,775","          1.01"
"경기도 오산시 남촌동(4137053000)","20,702","13,889","          1.49","12,347","8,355","          1.48"
"경기도 오산시 신장동(4137054000)","61,095","25,418","          2.40","30,872","30,223","          1.02"
"경기도 오산시 세마동(4137055000)","31,987","12,955","          2.47","16,382","15,605","          1.05"
"경기도 오산시 초평동(4137056000)","16,229","7,311","          2.22","8,371","7,858","          1.07"
"경기도 오산시 대원동(4137057000)","64,708","28,151","          2.30","33,709","30,999","          1.09"
"경기도 시흥시 (4139000000)","511,888","219,690","          2.33","267,351","244,537","          1.09"
"경기도 시흥시 대야동(4139051000)","44,821","19,087","          2.35","22,730","22,091","          1.03"
"경기도 시흥시 신천동(4139052000)","36,144","16,392","          2.20","18,654","17,490","          1.07"
"경기도 시흥시 신현동(4139053100)","9,935","4,471","          2.22","5,229","4,706","          1.11"
"경기도 시흥시 은행동(4139054000)","56,439","20,899","          2.70","28,183","28,256","          1.00"
"경기도 시흥시 매화동(4139055000)","12,103","5,299","          2.28","6,354","5,749","          1.11"
"경기도 시흥시 목감동(4139057000)","42,214","17,241","          2.45","21,388","20,826","          1.03"
"경기도 시흥시 군자동(4139058100)","21,828","9,535","          2.29","11,420","10,408","          1.10"
"경기도 시흥시 월곶동(4139058200)","16,174","7,689","          2.10","8,411","7,763","          1.08"
"경기도 시흥시 정왕본동(4139058900)","20,352","13,645","          1.49","12,876","7,476","          1.72"
"경기도 시흥시 정왕1동(4139059100)","22,325","13,113","          1.70","13,190","9,135","          1.44"
"경기도 시흥시 정왕2동(4139059200)","32,089","13,911","          2.31","17,471","14,618","          1.20"
"경기도 시흥시 정왕3동(4139059300)","23,082","11,200","          2.06","13,030","10,052","          1.30"
"경기도 시흥시 정왕4동(4139059400)","21,056","7,470","          2.82","10,440","10,616","          0.98"
"경기도 시흥시 배곧1동(4139059600)","35,574","12,107","          2.94","17,675","17,899","          0.99"
"경기도 시흥시 배곧2동(4139059700)","35,400","15,247","          2.32","18,598","16,802","          1.11"
"경기도 시흥시 과림동(4139062100)","1,944","1,245","          1.56","1,197","747","          1.60"
"경기도 시흥시 연성동(4139063000)","23,766","9,124","          2.60","12,127","11,639","          1.04"
"경기도 시흥시 장곡동(4139063100)","32,486","12,180","          2.67","16,398","16,088","          1.02"
"경기도 시흥시 능곡동(4139064000)","24,156","9,835","          2.46","11,980","12,176","          0.98"
"경기도 군포시 (4141000000)","269,215","113,079","          2.38","133,506","135,709","          0.98"
"경기도 군포시 군포1동(4141051000)","33,557","15,707","          2.14","17,693","15,864","          1.12"
"경기도 군포시 군포2동(4141052000)","43,848","16,504","          2.66","21,789","22,059","          0.99"
"경기도 군포시 산본1동(4141054000)","15,727","8,522","          1.85","7,942","7,785","          1.02"
"경기도 군포시 산본2동(4141055000)","26,825","9,987","          2.69","12,977","13,848","          0.94"
"경기도 군포시 금정동(4141056000)","17,257","8,538","          2.02","8,988","8,269","          1.09"
"경기도 군포시 재궁동(4141057000)","18,655","8,471","          2.20","8,848","9,807","          0.90"
"경기도 군포시 오금동(4141058000)","21,559","8,711","          2.47","10,461","11,098","          0.94"
"경기도 군포시 수리동(4141059000)","16,331","7,175","          2.28","7,773","8,558","          0.91"
"경기도 군포시 궁내동(4141060000)","20,669","7,025","          2.94","10,108","10,561","          0.96"
"경기도 군포시 대야동(4141061000)","9,319","3,776","          2.47","4,678","4,641","          1.01"
"경기도 군포시 광정동(4141062000)","24,918","10,492","          2.37","12,097","12,821","          0.94"
"경기도 군포시 송부동(4141063000)","20,550","8,171","          2.51","10,152","10,398","          0.98"
"경기도 의왕시 (4143000000)","163,704","65,668","          2.49","81,341","82,363","          0.99"
"경기도 의왕시 고천동(4143051000)","14,223","6,720","          2.12","7,219","7,004","          1.03"
"경기도 의왕시 부곡동(4143052000)","29,478","12,633","          2.33","14,996","14,482","          1.04"
"경기도 의왕시 오전동(4143053000)","39,269","14,723","          2.67","19,479","19,790","          0.98"
"경기도 의왕시 내손1동(4143054000)","20,819","8,283","          2.51","10,206","10,613","          0.96"
"경기도 의왕시 내손2동(4143055000)","22,666","8,218","          2.76","11,134","11,532","          0.97"
"경기도 의왕시 청계동(4143056000)","37,249","15,091","          2.47","18,307","18,942","          0.97"
"경기도 하남시 (4145000000)","314,866","136,965","          2.30","157,644","157,222","          1.00"
"경기도 하남시 천현동(4145051000)","7,482","4,202","          1.78","4,126","3,356","          1.23"
"경기도 하남시 신장1동(4145052000)","6,567","3,591","          1.83","3,388","3,179","          1.07"
"경기도 하남시 신장2동(4145053000)","46,847","19,738","          2.37","23,136","23,711","          0.98"
"경기도 하남시 덕풍1동(4145054000)","15,709","7,072","          2.22","7,990","7,719","          1.04"
"경기도 하남시 덕풍2동(4145055000)","19,010","9,248","          2.06","9,575","9,435","          1.01"
"경기도 하남시 덕풍3동(4145056000)","25,405","10,748","          2.36","12,646","12,759","          0.99"
"경기도 하남시 풍산동(4145057000)","29,912","11,157","          2.68","14,781","15,131","          0.98"
"경기도 하남시 감북동(4145058000)","2,767","1,527","          1.81","1,538","1,229","          1.25"
"경기도 하남시 감일동(4145058200)","26,287","9,939","          2.64","13,194","13,093","          1.01"
"경기도 하남시 위례동(4145058500)","26,753","9,581","          2.79","13,117","13,636","          0.96"
"경기도 하남시 춘궁동(4145059000)","3,886","2,171","          1.79","2,201","1,685","          1.31"
"경기도 하남시 초이동(4145060000)","3,554","2,026","          1.75","2,019","1,535","          1.32"
"경기도 하남시 미사1동(4145061000)","53,182","27,359","          1.94","26,542","26,640","          1.00"
"경기도 하남시 미사2동(4145062000)","47,505","18,606","          2.55","23,391","24,114","          0.97"
"경기도 용인시 (4146000000)","1,079,609","429,283","          2.51","535,631","543,978","          0.98"
"경기도 용인시 처인구 (4146100000)","261,166","114,996","          2.27","134,041","127,125","          1.05"
"경기도 용인시 처인구 포곡읍(4146125000)","33,647","14,597","          2.31","17,397","16,250","          1.07"
"경기도 용인시 처인구 모현읍(4146125300)","27,083","12,355","          2.19","14,179","12,904","          1.10"
"경기도 용인시 처인구 이동읍(4146125600)","20,448","9,026","          2.27","10,449","9,999","          1.05"
"경기도 용인시 처인구 남사읍(4146125900)","23,866","9,876","          2.42","12,021","11,845","          1.01"
"경기도 용인시 처인구 원삼면(4146134000)","8,291","4,059","          2.04","4,286","4,005","          1.07"
"경기도 용인시 처인구 백암면(4146135000)","8,794","4,762","          1.85","4,812","3,982","          1.21"
"경기도 용인시 처인구 양지면(4146136000)","20,075","9,213","          2.18","10,751","9,324","          1.15"
"경기도 용인시 처인구 중앙동(4146151000)","25,023","12,209","          2.05","12,704","12,319","          1.03"
"경기도 용인시 처인구 역북동(4146152500)","31,955","13,808","          2.31","16,143","15,812","          1.02"
"경기도 용인시 처인구 삼가동(4146152600)","12,667","4,839","          2.62","6,235","6,432","          0.97"
"경기도 용인시 처인구 유림동(4146153000)","36,195","14,274","          2.54","18,265","17,930","          1.02"
"경기도 용인시 처인구 동부동(4146154000)","13,122","5,978","          2.20","6,799","6,323","          1.08"
"경기도 용인시 기흥구 (4146300000)","442,335","173,654","          2.55","218,360","223,975","          0.97"
"경기도 용인시 기흥구 신갈동(4146351000)","38,371","16,130","          2.38","19,161","19,210","          1.00"
"경기도 용인시 기흥구 영덕1동(4146351600)","30,481","11,722","          2.60","15,157","15,324","          0.99"
"경기도 용인시 기흥구 영덕2동(4146351700)","17,517","7,203","          2.43","8,668","8,849","          0.98"
"경기도 용인시 기흥구 구갈동(4146352000)","41,805","18,090","          2.31","20,887","20,918","          1.00"
"경기도 용인시 기흥구 상갈동(4146353000)","13,215","6,159","          2.15","6,842","6,373","          1.07"
"경기도 용인시 기흥구 보라동(4146353500)","33,401","12,457","          2.68","16,522","16,879","          0.98"
"경기도 용인시 기흥구 기흥동(4146354000)","21,676","8,933","          2.43","10,752","10,924","          0.98"
"경기도 용인시 기흥구 서농동(4146355000)","26,396","12,010","          2.20","13,628","12,768","          1.07"
"경기도 용인시 기흥구 구성동(4146356000)","40,171","15,404","          2.61","19,366","20,805","          0.93"
"경기도 용인시 기흥구 마북동(4146357000)","32,072","12,310","          2.61","15,678","16,394","          0.96"
"경기도 용인시 기흥구 동백1동(4146357200)","32,767","11,623","          2.82","15,721","17,046","          0.92"
"경기도 용인시 기흥구 동백2동(4146357500)","27,285","9,319","          2.93","13,390","13,895","          0.96"
"경기도 용인시 기흥구 동백3동(4146357700)","26,249","9,720","          2.70","12,777","13,472","          0.95"
"경기도 용인시 기흥구 상하동(4146358600)","24,650","9,222","          2.67","12,018","12,632","          0.95"
"경기도 용인시 기흥구 보정동(4146359000)","36,279","13,352","          2.72","17,793","18,486","          0.96"
"경기도 용인시 수지구 (4146500000)","376,108","140,633","          2.67","183,230","192,878","          0.95"
"경기도 용인시 수지구 풍덕천1동(4146551000)","36,272","15,868","          2.29","18,089","18,183","          0.99"
"경기도 용인시 수지구 풍덕천2동(4146552000)","41,148","14,986","          2.75","20,255","20,893","          0.97"
"경기도 용인시 수지구 신봉동(4146553000)","37,855","13,400","          2.83","18,334","19,521","          0.94"
"경기도 용인시 수지구 죽전1동(4146554000)","29,218","10,725","          2.72","14,147","15,071","          0.94"
"경기도 용인시 수지구 죽전2동(4146555000)","18,403","7,694","          2.39","9,113","9,290","          0.98"
"경기도 용인시 수지구 죽전3동(4146555500)","27,199","10,673","          2.55","13,053","14,146","          0.92"
"경기도 용인시 수지구 동천동(4146556000)","49,641","19,048","          2.61","24,428","25,213","          0.97"
"경기도 용인시 수지구 상현1동(4146557000)","20,425","6,748","          3.03","9,770","10,655","          0.92"
"경기도 용인시 수지구 상현2동(4146558000)","33,434","11,548","          2.90","16,233","17,201","          0.94"
"경기도 용인시 수지구 상현3동(4146558500)","27,935","11,112","          2.51","13,514","14,421","          0.94"
"경기도 용인시 수지구 성복동(4146559000)","54,578","18,831","          2.90","26,294","28,284","          0.93"
"경기도 파주시 (4148000000)","479,183","209,651","          2.29","243,139","236,044","          1.03"
"경기도 파주시 문산읍(4148025000)","48,536","21,855","          2.22","24,874","23,662","          1.05"
"경기도 파주시 파주읍(4148025300)","13,604","7,409","          1.84","7,237","6,367","          1.14"
"경기도 파주시 법원읍(4148025600)","10,428","5,610","          1.86","5,576","4,852","          1.15"
"경기도 파주시 조리읍(4148026200)","29,851","13,020","          2.29","15,160","14,691","          1.03"
"경기도 파주시 월롱면(4148031000)","9,717","7,394","          1.31","6,491","3,226","          2.01"
"경기도 파주시 탄현면(4148032000)","13,469","7,321","          1.84","7,305","6,164","          1.19"
"경기도 파주시 광탄면(4148035000)","11,328","6,060","          1.87","6,196","5,132","          1.21"
"경기도 파주시 파평면(4148036000)","3,874","2,113","          1.83","2,054","1,820","          1.13"
"경기도 파주시 적성면(4148037000)","7,469","3,746","          1.99","4,071","3,398","          1.20"
"경기도 파주시 장단면(4148039000)","720","298","          2.42","372","348","          1.07"
"경기도 파주시 금촌1동(4148051000)","22,326","12,448","          1.79","11,924","10,402","          1.15"
"경기도 파주시 금촌2동(4148052000)","32,899","13,182","          2.50","16,036","16,863","          0.95"
"경기도 파주시 금촌3동(4148053000)","27,735","11,592","          2.39","14,232","13,503","          1.05"
"경기도 파주시 교하동(4148054000)","47,416","19,302","          2.46","23,968","23,448","          1.02"
"경기도 파주시 운정1동(4148055000)","50,564","20,137","          2.51","24,786","25,778","          0.96"
"경기도 파주시 운정2동(4148056000)","62,991","23,948","          2.63","30,714","32,277","          0.95"
"경기도 파주시 운정3동(4148057000)","86,256","34,216","          2.52","42,143","44,113","          0.96"
"경기도 이천시 (4150000000)","224,066","102,135","          2.19","116,264","107,802","          1.08"
"경기도 이천시 장호원읍(4150025000)","14,584","6,621","          2.20","7,410","7,174","          1.03"
"경기도 이천시 부발읍(4150025300)","36,085","15,673","          2.30","19,039","17,046","          1.12"
"경기도 이천시 신둔면(4150031000)","14,033","6,567","          2.14","7,353","6,680","          1.10"
"경기도 이천시 백사면(4150032000)","11,365","5,026","          2.26","5,793","5,572","          1.04"
"경기도 이천시 호법면(4150033000)","6,442","3,553","          1.81","3,523","2,919","          1.21"
"경기도 이천시 마장면(4150034000)","15,812","8,308","          1.90","8,657","7,155","          1.21"
"경기도 이천시 대월면(4150035000)","14,549","7,635","          1.91","7,433","7,116","          1.04"
"경기도 이천시 모가면(4150036000)","4,377","2,299","          1.90","2,339","2,038","          1.15"
"경기도 이천시 설성면(4150037000)","4,735","2,547","          1.86","2,505","2,230","          1.12"
"경기도 이천시 율면(4150038000)","2,651","1,460","          1.82","1,373","1,278","          1.07"
"경기도 이천시 창전동(4150051000)","16,963","8,538","          1.99","8,470","8,493","          1.00"
"경기도 이천시 증포동(4150051500)","57,237","20,605","          2.78","28,547","28,690","          1.00"
"경기도 이천시 중리동(4150052000)","15,012","8,341","          1.80","8,591","6,421","          1.34"
"경기도 이천시 관고동(4150053000)","10,221","4,962","          2.06","5,231","4,990","          1.05"
"경기도 안성시 (4155000000)","189,732","88,782","          2.14","97,969","91,763","          1.07"
"경기도 안성시 공도읍(4155025000)","60,305","25,729","          2.34","30,479","29,826","          1.02"
"경기도 안성시 보개면(4155031000)","5,368","2,685","          2.00","2,839","2,529","          1.12"
"경기도 안성시 금광면(4155032000)","7,370","3,609","          2.04","3,668","3,702","          0.99"
"경기도 안성시 서운면(4155033000)","3,335","1,682","          1.98","1,765","1,570","          1.12"
"경기도 안성시 미양면(4155034000)","5,941","3,053","          1.95","3,241","2,700","          1.20"
"경기도 안성시 대덕면(4155035000)","15,453","8,348","          1.85","8,665","6,788","          1.28"
"경기도 안성시 양성면(4155036000)","5,257","2,720","          1.93","2,743","2,514","          1.09"
"경기도 안성시 원곡면(4155038000)","6,510","3,476","          1.87","3,674","2,836","          1.30"
"경기도 안성시 일죽면(4155039000)","7,626","3,936","          1.94","4,008","3,618","          1.11"
"경기도 안성시 죽산면(4155040000)","7,020","3,868","          1.81","3,756","3,264","          1.15"
"경기도 안성시 삼죽면(4155041000)","3,770","2,028","          1.86","1,932","1,838","          1.05"
"경기도 안성시 고삼면(4155042000)","1,952","1,044","          1.87","1,019","933","          1.09"
"경기도 안성시 안성1동(4155051000)","12,387","5,821","          2.13","6,210","6,177","          1.01"
"경기도 안성시 안성2동(4155052000)","24,840","11,429","          2.17","12,623","12,217","          1.03"
"경기도 안성시 안성3동(4155053000)","22,598","9,354","          2.42","11,347","11,251","          1.01"
"경기도 김포시 (4157000000)","485,859","200,230","          2.43","243,149","242,710","          1.00"
"경기도 김포시 통진읍(4157025000)","28,926","14,813","          1.95","15,461","13,465","          1.15"
"경기도 김포시 고촌읍(4157025300)","47,996","18,315","          2.62","23,935","24,061","          0.99"
"경기도 김포시 양촌읍(4157025600)","29,127","14,294","          2.04","15,369","13,758","          1.12"
"경기도 김포시 대곶면(4157034000)","9,849","5,615","          1.75","5,782","4,067","          1.42"
"경기도 김포시 월곶면(4157035000)","5,462","3,181","          1.72","2,999","2,463","          1.22"
"경기도 김포시 하성면(4157036000)","8,211","4,181","          1.96","4,472","3,739","          1.20"
"경기도 김포시 김포본동(4157051500)","61,093","23,182","          2.64","30,060","31,033","          0.97"
"경기도 김포시 장기본동(4157052500)","38,984","13,618","          2.86","18,994","19,990","          0.95"
"경기도 김포시 사우동(4157054000)","22,718","9,975","          2.28","11,378","11,340","          1.00"
"경기도 김포시 풍무동(4157055000)","61,787","23,561","          2.62","30,134","31,653","          0.95"
"경기도 김포시 장기동(4157056000)","41,280","16,018","          2.58","20,155","21,125","          0.95"
"경기도 김포시 구래동(4157057000)","44,930","19,798","          2.27","22,370","22,560","          0.99"
"경기도 김포시 마산동(4157057500)","35,731","15,030","          2.38","17,725","18,006","          0.98"
"경기도 김포시 운양동(4157058000)","49,765","18,649","          2.67","24,315","25,450","          0.96"
"경기도 화성시 (4159000000)","881,154","369,284","          2.39","457,918","423,236","          1.08"
"경기도 화성시 봉담읍(4159025300)","84,553","34,704","          2.44","42,945","41,608","          1.03"
"경기도 화성시 우정읍(4159025600)","17,505","8,987","          1.95","9,567","7,938","          1.21"
"경기도 화성시 향남읍(4159025900)","87,985","39,955","          2.20","47,246","40,739","          1.16"
"경기도 화성시 남양읍(4159026200)","43,196","20,974","          2.06","23,591","19,605","          1.20"
"경기도 화성시 매송면(4159031000)","6,972","3,543","          1.97","3,691","3,281","          1.12"
"경기도 화성시 비봉면(4159032000)","5,832","3,102","          1.88","3,330","2,502","          1.33"
